Name,Score,Type,Episodes,Aired,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5
Shinya! Tensai Bakabon Specials,5.651162790697675,Special,12,"Sep 28, 2018 to Nov 30, 2018",Manga,G - All Ages,279,0,14,66,8,40,151,7.0,0.0,2.0,12.0,3.0,8.0,0.0,2.0,0.0,9.0,Slice of Life, Comedy,,,
Asobi Asobase Specials,7.607238069848041,Special,2,"Nov 28, 2018 to Dec 21, 2018",Manga,PG-13 - Teens 13 or older,28358,10,431,21649,182,94,6002,1233.0,1903.0,4682.0,5044.0,1523.0,444.0,97.0,34.0,26.0,18.0,Comedy,,,,
Bungou Stray Dogs 3rd Season,8.174895374599961,TV,12,"Apr 12, 2019 to Jun 28, 2019",Manga,R - 17+ (violence & profanity),299019,2945,21270,188700,6540,3034,79475,22301.0,35015.0,51958.0,26264.0,7056.0,2282.0,685.0,263.0,120.0,292.0,Action, Mystery, Seinen, Super Power, Supernatural
Strike Witches: 501 Butai Hasshin Shimasu!,6.350205549845837,TV,12,"Apr 10, 2019 to Jun 26, 2019",Manga,PG-13 - Teens 13 or older,13574,26,925,4683,335,1085,6546,209.0,224.0,599.0,951.0,817.0,485.0,277.0,151.0,93.0,86.0,Military, Sci-Fi, Comedy, Shounen,
Strike Witches: Road to Berlin,7.2448740480374925,TV,12,"Oct 8, 2020 to Dec 24, 2020",Original,PG-13 - Teens 13 or older,15278,49,1661,3929,261,485,8942,325.0,357.0,834.0,1007.0,482.0,228.0,76.0,41.0,27.0,37.0,Action, Military, Sci-Fi, Magic, Ecchi
Dot Bit Retro: Boku Dake no Kusoge,6.5,ONA,10,"Jul 20, 2018 to Aug 10, 2018",Original,G - All Ages,126,0,12,11,7,43,53,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,Slice of Life, Comedy, Fantasy,,
Hawaiian Conu,6.333333333333333,TV,13,"Jul 7, 2018 to Sep 29, 2018",Picture book,PG-13 - Teens 13 or older,198,1,17,27,7,70,77,4.0,1.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,4.0,Slice of Life, Comedy,,,
Re:Stage! Dream Days♪,6.542065663474692,TV,12,"Jul 7, 2019 to Sep 29, 2019",Other,PG-13 - Teens 13 or older,8117,38,730,3056,288,986,3057,185.0,177.0,431.0,776.0,628.0,393.0,175.0,88.0,38.0,33.0,Music, School, Slice of Life,,
Kaeru Ouji to Imomushi Henry,4.705882352941177,TV,130,"Jul 2, 2018 to Dec 28, 2018",Other,G - All Ages,254,1,21,33,9,82,109,5.0,0.0,0.0,2.0,5.0,10.0,1.0,0.0,1.0,10.0,Comedy, Magic, Fantasy,,
Zannen na Ikimono Jiten,5.30188679245283,TV,10,"Aug 6, 2018 to Aug 17, 2018",Picture book,PG - Children,277,0,13,66,7,73,118,6.0,1.0,2.0,5.0,10.0,11.0,7.0,3.0,1.0,7.0,Comedy, Slice of Life,,,
Yuukai Anna,4.656716417910448,Movie,1,"Jul 21, 2018",Original,R - 17+ (violence & profanity),1099,1,52,506,18,60,463,14.0,8.0,13.0,37.0,61.0,87.0,65.0,43.0,33.0,41.0,Action, Adventure, Romance, Seinen,
Chokkan × Algorhythm♪ 2nd Season,6.055555555555555,ONA,17,"Oct 8, 2018 to Feb 11, 2019",Original,G - All Ages,350,0,35,41,11,39,224,8.0,0.0,2.0,2.0,12.0,4.0,1.0,2.0,1.0,4.0,Music, Comedy,,,
"15-sai, Kyou kara Dousei Hajimemasu.",6.128571428571429,ONA,30,"Jun 8, 2018 to Jun 29, 2018",Other,PG-13 - Teens 13 or older,1114,6,93,98,37,70,816,14.0,2.0,5.0,13.0,11.0,6.0,7.0,1.0,2.0,9.0,Drama, Romance, Shoujo,,
Beatless Final Stage,6.811919504643963,TV,4,"Sep 26, 2018 to Sep 28, 2018",Light novel,PG-13 - Teens 13 or older,26349,56,968,16138,406,449,8388,852.0,998.0,1961.0,3301.0,2288.0,1166.0,528.0,273.0,162.0,99.0,Action, Drama, Romance, Sci-Fi,
Monster Strike the Movie: Sora no Kanata,6.388489208633094,Movie,1,"Oct 5, 2018",Game,PG-13 - Teens 13 or older,2468,3,135,204,55,63,2011,18.0,7.0,14.0,30.0,28.0,20.0,9.0,2.0,2.0,9.0,Action, Fantasy, Game,,
Monster Strike The Animation,6.568794326241135,ONA,63,"Jul 8, 2018 to Dec 31, 2019",Game,PG - Children,4039,9,731,554,193,293,2268,54.0,56.0,109.0,188.0,130.0,74.0,29.0,24.0,20.0,21.0,Action, Game, Fantasy,,
Lipton #watashitolipton,5.529411764705882,ONA,3,"Jul 20, 2018 to Oct 26, 2018",Original,G - All Ages,242,0,16,118,6,38,64,6.0,2.0,4.0,6.0,19.0,33.0,4.0,5.0,2.0,4.0,Slice of Life,,,,
Monster Strike The Animation Episode 0,5.718266253869969,ONA,1,"Jun 22, 2018",Game,PG - Children,1029,0,58,486,27,42,416,20.0,4.0,20.0,51.0,80.0,88.0,25.0,16.0,7.0,12.0,Action, Game, Fantasy,,
Himitsukessha Taka no Tsume GG,4.8,ONA,Ongoing,"Jul 19, 2018 to ?",Original,G - All Ages,249,0,46,0,17,61,125,4.0,0.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,7.0,Comedy, Parody, Super Power,,
Ookami to Koushinryou VR,7.084507042253521,ONA,4,"Jun 3, 2019",Light novel,PG-13 - Teens 13 or older,12752,58,321,1518,191,173,10549,146.0,83.0,165.0,303.0,190.0,110.0,37.0,10.0,8.0,13.0,Adventure, Historical, Fantasy,,
Free!: Dive to the Future Episode 0,7.515963928832561,Special,1,"Jun 23, 2018",Original,PG-13 - Teens 13 or older,10727,5,295,6624,168,116,3524,490.0,510.0,935.0,1349.0,529.0,197.0,44.0,15.0,11.0,23.0,School, Slice of Life, Sports,,
Green Dakara x Mirai no Mirai,5.123430962343096,ONA,2,"Jul 13, 2018",Original,G - All Ages,1353,0,35,757,30,58,473,12.0,4.0,15.0,50.0,101.0,174.0,49.0,31.0,16.0,26.0,Music,,,,
Moom: Hajimari no Monogatari,5.428571428571429,Special,1,"Jan 18, 2017",Picture book,G - All Ages,132,0,3,66,3,18,42,5.0,0.0,1.0,7.0,13.0,11.0,3.0,2.0,1.0,6.0,Kids,,,,
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,8.510989409253815,Movie,1,"Aug 30, 2019",Light novel,PG-13 - Teens 13 or older,418555,3814,9060,313650,2210,1477,92158,50275.0,83232.0,75715.0,28186.0,7148.0,2237.0,751.0,325.0,161.0,300.0,Adventure, Comedy, Fantasy, Magic, Parody
Graduation,4.058139534883721,Music,1,"Jun 20, 2018",Original,G - All Ages,149,0,1,119,0,4,25,6.0,0.0,2.0,1.0,8.0,12.0,20.0,14.0,13.0,10.0,Music,,,,
Haru Yasumi no Yoru,4.655913978494624,Music,1,"Jun 7, 2018",Original,G - All Ages,159,0,1,129,0,6,23,5.0,0.0,1.0,10.0,12.0,24.0,16.0,9.0,6.0,10.0,Music,,,,
Bouken no Susume,4.5,Music,1,"Oct 26, 2013",Original,G - All Ages,157,0,1,122,1,9,24,6.0,0.0,1.0,7.0,14.0,26.0,8.0,7.0,7.0,16.0,Music,,,,
"""Calpis"" Hakkou Monogatari",4.403755868544601,ONA,1,"Apr 20, 2018",Original,G - All Ages,409,0,7,302,6,25,69,5.0,3.0,5.0,13.0,32.0,52.0,30.0,36.0,13.0,24.0,Historical,,,,
Kyoukaisenjou no Horizon Special,6.393939393939394,Special,1,"Dec 21, 2018",Light novel,PG-13 - Teens 13 or older,3991,2,94,1329,65,54,2449,63.0,33.0,73.0,187.0,230.0,114.0,47.0,24.0,13.0,8.0,Action, Sci-Fi, Fantasy,,
Crescendo Story,5.2507836990595615,Music,1,"Jun 19, 2018",Original,G - All Ages,549,0,9,440,5,9,86,20.0,2.0,9.0,40.0,56.0,103.0,34.0,23.0,17.0,15.0,Music,,,,
Oshiete♡Namie-sensei!,4.027777777777778,ONA,2,"Feb 5, 2018",Original,G - All Ages,133,0,5,56,1,26,45,3.0,0.0,0.0,1.0,4.0,5.0,7.0,3.0,9.0,4.0,School,,,,
Roku no Sekai,5.2105263157894735,OVA,1,"Jan 24, 2014",Original,G - All Ages,147,0,8,78,4,8,49,5.0,0.0,2.0,3.0,10.0,21.0,4.0,8.0,1.0,3.0,Adventure, Magic,,,
Shoujo☆Kageki Revue Starlight Specials,6.9665859564164645,Special,3,"Oct 24, 2018 to Feb 27, 2019",Original,PG-13 - Teens 13 or older,5410,5,327,2874,145,121,1943,134.0,144.0,383.0,700.0,424.0,189.0,52.0,20.0,10.0,9.0,Comedy,,,,
Rikaisha,6.135087719298245,Music,1,"Aug 22, 2018",Original,G - All Ages,1155,0,23,855,9,25,243,40.0,25.0,56.0,112.0,141.0,111.0,32.0,19.0,20.0,14.0,Music,,,,
WiSH VOYAGE,7.3118503118503115,Music,1,"Jul 1, 2018",Game,G - All Ages,933,5,16,720,8,28,161,101.0,53.0,81.0,89.0,69.0,47.0,14.0,10.0,7.0,10.0,Music,,,,
Pop in Q Dance MV,5.29375,Music,1,"Jun 2, 2017",Original,G - All Ages,458,0,21,231,1,17,188,4.0,4.0,7.0,27.0,30.0,46.0,11.0,17.0,7.0,7.0,Music,,,,
Evangelion: Another Impact (VR),6.520595533498759,Movie,1,"Jul 2, 2018",Original,PG-13 - Teens 13 or older,10704,22,475,3256,187,207,6579,192.0,130.0,225.0,433.0,499.0,314.0,99.0,57.0,21.0,45.0,Action, Mecha, Sci-Fi,,
Osomatsu-san VR,6.098039215686274,Movie,1,"Jul 2, 2018",Manga,PG-13 - Teens 13 or older,1133,3,51,174,36,57,815,16.0,5.0,7.0,16.0,20.0,16.0,6.0,3.0,3.0,10.0,Comedy, Parody, Supernatural,,
Natsu wo Yarinaosu,6.081081081081081,Movie,1,"Jul 2, 2018",Original,PG-13 - Teens 13 or older,1032,1,62,63,23,43,841,5.0,0.0,3.0,11.0,6.0,5.0,2.0,0.0,0.0,5.0,School,,,,
Oi-san to 40 no Monogatari,4.695652173913044,ONA,41,"Mar 26, 2018 to Sep 19, 2018",Original,G - All Ages,197,0,12,85,1,31,68,4.0,0.0,2.0,3.0,17.0,16.0,5.0,10.0,3.0,9.0,Slice of Life,,,,
Namakura Gatana: Kunoichi-hen,4.402366863905326,ONA,1,"Nov 8, 2017",Original,R+ - Mild Nudity,718,0,13,488,3,35,179,8.0,4.0,9.0,31.0,48.0,80.0,46.0,31.0,37.0,44.0,Ecchi, Samurai,,,
Saigo no Mori: Hajimari no Hito,5.405405405405405,Movie,1,"Jul 1, 2018",Original,G - All Ages,226,1,9,50,7,32,128,5.0,4.0,0.0,2.0,4.0,7.0,6.0,3.0,2.0,4.0,Slice of Life,,,,
One Room Second Season: Hanasaka Yui no Prologue,5.7269399707174236,Special,1,"Jul 3, 2018",Original,PG-13 - Teens 13 or older,8027,1,186,6041,82,90,1628,219.0,97.0,301.0,653.0,1053.0,955.0,310.0,211.0,162.0,137.0,Slice of Life,,,,
Endro~!,6.839962026581393,TV,12,"Jan 13, 2019 to Mar 31, 2019",Original,PG-13 - Teens 13 or older,55889,140,5397,22006,2115,4968,21403,983.0,1564.0,3823.0,6243.0,3950.0,2078.0,812.0,343.0,119.0,99.0,Fantasy, Magic, Slice of Life,,
Oshiego ni Kyouhaku Sareru no wa Hanzai Desu ka?,5.6503067484662575,ONA,1,"Jul 23, 2018",Light novel,PG-13 - Teens 13 or older,786,0,67,247,14,36,422,15.0,3.0,8.0,16.0,42.0,41.0,15.0,13.0,2.0,8.0,School,,,,
Taisei Kensetsu: Singapore,5.8445078459343796,Special,1,"May 7, 2018",Original,G - All Ages,1439,0,31,1080,11,25,292,30.0,14.0,50.0,129.0,193.0,183.0,41.0,26.0,18.0,17.0,Drama,,,,
Fin-tan to Sauna ni Nyuurou,4.336734693877551,ONA,1,"Jul 9, 2018",Original,G - All Ages,227,3,6,139,2,33,47,14.0,0.0,0.0,3.0,10.0,14.0,10.0,17.0,13.0,17.0,Slice of Life,,,,
Harukana Receive: Yokoku,6.069529652351738,ONA,11,"Jul 11, 2018 to Sep 19, 2018",Manga,PG - Children,2435,0,163,736,72,107,1357,42.0,21.0,34.0,73.0,144.0,103.0,31.0,11.0,10.0,20.0,Sports,,,,
Poputepipikku Kinen,6.328796561604585,ONA,1,"Jun 14, 2018",4-koma manga,PG-13 - Teens 13 or older,4435,2,119,2154,69,96,1997,94.0,67.0,142.0,353.0,352.0,226.0,59.0,33.0,38.0,32.0,Parody, Sports,,,
Yi Kong Zhi Dian,5.861111111111111,TV,40,"Apr, 2013 to ?",Original,G - All Ages,143,1,10,39,1,37,56,10.0,1.0,0.0,7.0,0.0,5.0,4.0,1.0,1.0,7.0,Adventure, Kids, Sports,,
Kkoma Bus Tayo,4.925925925925926,TV,26,"Aug 23, 2010 to Nov 16, 2010",Original,G - All Ages,178,0,4,103,5,37,29,6.0,1.0,4.0,12.0,8.0,17.0,9.0,7.0,7.0,10.0,Cars, Kids,,,
Kkoma Bus Tayo 2,4.392857142857143,TV,26,"Nov 30, 2011 to Aug 23, 2012",Original,G - All Ages,142,0,4,79,7,30,22,3.0,0.0,1.0,9.0,5.0,9.0,5.0,11.0,4.0,9.0,Cars, Kids,,,
Kkoma Bus Tayo 3,4.1568627450980395,TV,26,"Feb 26, 2014 to May 22, 2014",Original,G - All Ages,134,0,4,73,6,30,21,3.0,0.0,1.0,5.0,4.0,9.0,4.0,12.0,5.0,8.0,Cars, Kids,,,
Kkoma Bus Tayo-ui Ace Guchuljakjeon,4.622641509433962,Movie,1,"Jan 21, 2016",Original,G - All Ages,136,0,3,71,5,26,31,4.0,0.0,1.0,5.0,10.0,5.0,9.0,8.0,6.0,5.0,Action, Cars, Kids,,
Kkoma Bus Tayo 4,4.5625,TV,26,"Aug 31, 2016 to Nov 24, 2016",Original,G - All Ages,133,0,2,70,6,32,23,3.0,0.0,6.0,3.0,5.0,6.0,5.0,7.0,6.0,7.0,Cars, Kids,,,
Titipo Titipo,5.333333333333333,TV,26,"Jan 1, 2018 to Mar 27, 2018",Original,G - All Ages,133,0,7,58,4,35,29,5.0,1.0,4.0,3.0,2.0,8.0,3.0,1.0,4.0,5.0,Cars, Kids,,,
Zoo: Hidamari no Shi,6.317241379310345,Movie,1,"Mar 19, 2005",Novel,PG-13 - Teens 13 or older,404,0,15,179,5,18,187,6.0,6.0,20.0,30.0,40.0,31.0,5.0,5.0,0.0,2.0,Sci-Fi,,,,
Kono Oto Tomare!,7.8218170623246905,TV,13,"Apr 7, 2019 to Jun 30, 2019",Manga,PG-13 - Teens 13 or older,143559,1168,11416,69731,4067,5223,53122,6315.0,10737.0,19871.0,14180.0,4380.0,1872.0,643.0,268.0,97.0,105.0,Drama, Music, Romance, School, Shounen
Girls & Panzer: Saishuushou Part 2,8.071059431524548,Movie,1,"Jun 15, 2019",Original,PG-13 - Teens 13 or older,18570,55,471,9321,185,104,8489,946.0,1473.0,2610.0,1351.0,394.0,123.0,23.0,21.0,10.0,15.0,Military, School,,,
Ken En Ken: Aoki Kagayaki,5.937057991513437,TV,13,"Oct 2, 2018 to Dec 25, 2018",Game,PG-13 - Teens 13 or older,13576,17,1703,4428,588,1993,4864,125.0,123.0,424.0,890.0,1144.0,753.0,436.0,198.0,90.0,59.0,Action, Adventure, Demons, Magic, Martial Arts
Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.910519356290795,TV,21,"Oct 5, 2019 to Mar 21, 2020",Game,PG-13 - Teens 13 or older,160369,1772,22982,77485,5892,5429,48581,9076.0,14869.0,23527.0,14589.0,5329.0,2011.0,940.0,361.0,165.0,221.0,Action, Supernatural, Magic, Fantasy,
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,7.909620991253644,Movie,1,"Dec 5, 2020",Game,PG-13 - Teens 13 or older,37169,76,534,394,339,64,35838,109.0,30.0,58.0,76.0,42.0,12.0,6.0,5.0,1.0,4.0,Action, Supernatural, Magic, Fantasy,
Osomatsu-san: Hajimaru Hajimari,5.576271186440678,Special,Ongoing,"Aug 2, 2018",Manga,PG-13 - Teens 13 or older,842,1,41,104,27,55,615,10.0,0.0,2.0,9.0,8.0,11.0,6.0,4.0,2.0,7.0,Comedy, Parody, Fantasy,,
Digimon Adventure: Last Evolution Kizuna,8.205235753543535,Movie,1,"Feb 21, 2020",Original,PG-13 - Teens 13 or older,24347,151,669,9003,221,149,14305,1365.0,1660.0,2077.0,1148.0,400.0,152.0,48.0,31.0,11.0,22.0,Action, Adventure, Comedy, Drama,
"Okoshiyasu, Chitose-chan",6.4227642276422765,TV,24,"Oct 6, 2018 to Mar 23, 2019",Manga,G - All Ages,4862,14,643,1071,366,683,2099,122.0,75.0,121.0,267.0,282.0,197.0,70.0,48.0,19.0,29.0,Slice of Life, Comedy, Josei,,
Onnanoko dake ga Wakaru Uta: Only Girls Get It,4.661290322580645,Music,1,"Aug 17, 2015",Original,G - All Ages,117,0,2,87,0,7,21,7.0,0.0,1.0,5.0,5.0,14.0,7.0,11.0,3.0,9.0,Music, Slice of Life,,,
Hachigatsu no Cinderella Nine (TV),6.028769452072709,TV,12,"Apr 8, 2019 to Jul 8, 2019",Game,PG-13 - Teens 13 or older,20621,42,1997,7562,934,3504,6624,250.0,414.0,694.0,1686.0,1905.0,1337.0,723.0,358.0,161.0,119.0,School, Sports,,,
Chiro-wa Chingu-deul,5.466666666666667,TV,52,"Aug 27, 2007 to ?",Original,G - All Ages,92,0,3,34,4,27,24,4.0,5.0,0.0,4.0,2.0,4.0,2.0,0.0,2.0,7.0,Adventure, Kids,,,
Zet Ranger,4.823529411764706,TV,26,"Feb 15, 2008 to ?",Original,G - All Ages,83,1,3,23,1,31,25,3.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,4.0,Action, Kids, Sci-Fi, Super Power,
Kkaemo-ui Moheom,5.7894736842105265,TV,84,1998,Original,G - All Ages,76,0,1,25,2,28,20,5.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,0.0,2.0,Kids,,,,
Ensemble Girls!!,5.511904761904762,ONA,1,"Jun 19, 2016",Original,G - All Ages,475,0,15,252,3,18,187,8.0,3.0,7.0,21.0,47.0,50.0,11.0,8.0,3.0,10.0,Music,,,,
Hatachi no Ryouma with Kurofune-kun!,4.457142857142857,ONA,3,"Aug 1, 2018",Original,G - All Ages,111,0,3,51,4,19,34,5.0,0.0,0.0,1.0,7.0,4.0,4.0,3.0,1.0,10.0,Historical, Kids, Sci-Fi,,
Mix,7.200059408881628,TV,24,"Apr 6, 2019 to Sep 28, 2019",Manga,PG-13 - Teens 13 or older,17153,51,2163,6978,900,1434,5678,318.0,684.0,1891.0,2163.0,971.0,422.0,167.0,65.0,22.0,30.0,Drama, Romance, School, Shounen, Sports
Pakkororin,3.9375,TV,Ongoing,"Mar 28, 2011 to ?",Original,G - All Ages,118,0,28,0,5,44,41,3.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,7.0,Kids,,,,
Holiday Love: Fuufukan Renai,5.8478260869565215,ONA,20,"Aug 3, 2018",Manga,PG-13 - Teens 13 or older,981,4,91,65,35,46,744,6.0,3.0,4.0,6.0,10.0,5.0,2.0,2.0,1.0,7.0,Drama, Romance,,,
5-toubun no Hanayome,7.593217879256966,TV,12,"Jan 11, 2019 to Mar 29, 2019",Manga,PG-13 - Teens 13 or older,442930,6548,27864,325568,6849,10759,71890,23057.0,36955.0,85096.0,80341.0,27500.0,10194.0,3242.0,1230.0,502.0,619.0,Harem, Comedy, Romance, School, Shounen
Mahou Shoujo Site Recaps,6.288732394366197,Special,2,"May 10, 2018 to Jun 13, 2018",Manga,R - 17+ (violence & profanity),3675,7,199,1491,98,127,1760,79.0,39.0,96.0,172.0,197.0,144.0,47.0,28.0,21.0,29.0,Horror, Psychological, Supernatural, Drama,
Hotohashiru,6.11377245508982,Music,1,"Aug 3, 2018",Manga,G - All Ages,842,0,23,508,16,33,262,18.0,8.0,33.0,86.0,88.0,55.0,15.0,12.0,6.0,13.0,Music, Supernatural,,,
Tales of HR,6.063157894736842,ONA,13,"Jun 17, 2018 to Dec 14, 2019",Game,G - All Ages,798,0,110,82,64,61,481,16.0,4.0,8.0,10.0,13.0,21.0,9.0,6.0,1.0,7.0,Comedy, Parody, School,,
Tales of Puppet,5.9113924050632916,ONA,16,"Jun 14, 2018 to Oct 1, 2019",Game,PG-13 - Teens 13 or older,544,0,65,104,32,40,303,11.0,3.0,5.0,16.0,13.0,10.0,6.0,5.0,1.0,9.0,Comedy, Parody, Fantasy,,
Shinkansen Henkei Robo Shinkalion The Animation Recap,4.75,ONA,1,"Aug 2, 2018",Other,PG - Children,226,0,10,84,6,30,96,3.0,0.0,5.0,4.0,6.0,15.0,4.0,2.0,3.0,10.0,Action, Sci-Fi, Kids, Mecha,
Zhu Zhu Xia: Da Nao Huang Gong,3.4722222222222223,TV,4,2005,Original,G - All Ages,109,0,1,49,1,33,25,3.0,1.0,0.0,2.0,2.0,4.0,1.0,5.0,3.0,15.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Mo Huan Zhu Luo Ji,4.394736842105263,TV,20,"Jul, 2006 to 2006",Original,G - All Ages,124,0,2,53,3,38,28,4.0,0.0,3.0,3.0,4.0,4.0,1.0,3.0,9.0,7.0,Sci-Fi, Super Power, Kids, Martial Arts,
Zhu Zhu Xia: Wu Xia 2008,4.230769230769231,TV,20,"Jul, 2007 to 2007",Original,G - All Ages,121,0,2,53,3,37,26,4.0,0.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,15.0,Sci-Fi, Historical, Sports, Super Power, Kids
Zhu Zhu Xia: Yong Chuang Weilai Cheng,4.05,TV,40,"May, 2008 to 2008",Original,G - All Ages,126,0,3,51,1,41,30,4.0,3.0,0.0,4.0,3.0,2.0,2.0,4.0,1.0,17.0,Sci-Fi, Sports, Super Power, Kids, School
Bai Bian Zhu Zhu Xia,4.56,TV,80,"Aug 13, 2009 to Oct 3, 2009",Original,G - All Ages,143,1,2,67,1,42,31,9.0,0.0,0.0,4.0,4.0,5.0,6.0,6.0,3.0,13.0,Sci-Fi, Super Power, Kids, Fantasy,
Zhu Zhu Xia: Jimu Shijie de Tonghua,4.594594594594595,TV,52,"Sep, 2010 to ?",Original,G - All Ages,132,0,2,56,1,43,30,4.0,0.0,0.0,7.0,4.0,5.0,3.0,1.0,4.0,9.0,Sci-Fi, Super Power, Kids, Fantasy,
Zhu Zhu Xia: Xingfu Jiuyuan Dui,4.555555555555555,TV,52,"Sep, 2012 to ?",Original,G - All Ages,121,0,2,53,1,42,23,4.0,3.0,0.0,4.0,4.0,3.0,1.0,2.0,5.0,10.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Bian Shen Xiao Ying Xiong,4.794117647058823,TV,52,"Dec, 2013 to ?",Original,G - All Ages,116,0,3,49,1,40,23,6.0,0.0,0.0,4.0,6.0,3.0,1.0,1.0,4.0,9.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Bian Shen Zhandu,4.611111111111111,TV,52,"Aug 10, 2014 to ?",Original,G - All Ages,122,0,2,50,1,46,23,4.0,0.0,0.0,8.0,2.0,6.0,2.0,2.0,2.0,10.0,Sci-Fi, Super Power, Kids, Martial Arts,
Zhu Zhu Xia: Bai Bian Lian Meng,4.7073170731707314,TV,52,"Jan 27, 2015 to Mar 27, 2015",Original,G - All Ages,124,0,4,55,2,38,25,4.0,0.0,3.0,5.0,6.0,3.0,3.0,6.0,2.0,9.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Wu Ling Shou Wei Zhe,4.625,TV,52,"Sep 18, 2015 to Dec, 2015",Original,G - All Ages,121,0,4,50,1,40,26,4.0,3.0,0.0,5.0,4.0,4.0,3.0,2.0,6.0,9.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Guang Ming Shou Wei Zhe,4.2631578947368425,TV,52,"Apr 29, 2016 to Aug 24, 2016",Original,G - All Ages,117,0,3,50,1,39,24,4.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,6.0,10.0,Kids, Sci-Fi, Super Power,,
Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,4.54054054054054,TV,52,"Oct 28, 2016 to Dec 29, 2016",Original,G - All Ages,118,0,2,48,2,40,26,5.0,0.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,13.0,Sci-Fi, Super Power, Kids,,
Matsugae wo Musubi,6.722222222222222,Movie,1,2017,Original,G - All Ages,213,2,6,94,4,16,93,5.0,7.0,10.0,25.0,12.0,7.0,0.0,1.0,1.0,4.0,Drama,,,,
Zhu Zhu Xia: Chao Xing Meng Chong,4.361111111111111,TV,124,"May 27, 2017 to Dec 28, 2017",Original,G - All Ages,123,0,5,52,1,40,25,4.0,0.0,0.0,7.0,2.0,5.0,2.0,3.0,1.0,12.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Jiong Jiong Wei Ji,3.78125,Movie,1,"Jun 28, 2012",Original,G - All Ages,100,0,2,44,3,29,22,3.0,0.0,0.0,3.0,2.0,4.0,1.0,5.0,5.0,9.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Yong Chuang Juren Dao,3.810810810810811,Movie,1,"May 31, 2014",Original,G - All Ages,107,0,2,48,3,32,22,4.0,0.0,0.0,4.0,3.0,2.0,3.0,5.0,2.0,14.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Ying Xiong Zhu Shao Nian,4.387096774193548,Movie,1,"Jan 7, 2017",Original,G - All Ages,104,0,3,42,3,30,26,3.0,0.0,0.0,3.0,6.0,4.0,4.0,0.0,2.0,9.0,Sci-Fi, Super Power, Kids, Magic,
Zhu Zhu Xia: Fan Wai - Pin Zhuang Tegong Dui,4.233333333333333,ONA,26,"Dec 29, 2016 to Jan 4, 2017",Original,G - All Ages,104,0,3,41,1,36,23,6.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,0.0,13.0,Sci-Fi, Adventure, Super Power, Kids,
Zhu Zhu Xia: Zhong Ji Jue Zhan - Qian Ye Pian,4.625,TV,52,"Jun 10, 2015 to Aug, 2015",Original,G - All Ages,115,0,5,45,1,38,26,3.0,3.0,0.0,4.0,2.0,2.0,7.0,1.0,0.0,10.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Zhong Ji Jue Zhan,4.303030303030303,Movie,1,"Jul 10, 2015",Original,G - All Ages,104,0,3,42,3,29,27,3.0,0.0,0.0,4.0,3.0,8.0,3.0,0.0,2.0,10.0,Sci-Fi, Super Power, Kids,,
Zhu Zhu Xia: Jing Qiu Xiao Yingxiong,4.78125,TV,104,"May 18, 2018 to Mar 28, 2019",Original,G - All Ages,146,0,14,36,2,57,37,4.0,0.0,1.0,3.0,4.0,4.0,7.0,1.0,1.0,7.0,Sci-Fi, Sports, Super Power, Kids,
Zhu Zhu Xia: Fan Wai - Zhi Huanqiu Riji,3.4285714285714284,ONA,26,"Mar 30, 2018 to May 4, 2018",Original,G - All Ages,107,0,4,39,1,38,25,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,Sci-Fi, Adventure, Super Power, Kids,
Out Of My Head,5.618497109826589,Music,1,"Aug 3, 2018",Original,G - All Ages,278,0,2,232,1,10,33,8.0,7.0,6.0,25.0,52.0,38.0,15.0,8.0,6.0,8.0,Sci-Fi, Music,,,
